00,0		01,0		28
01,0		02,0		27
02,0		03,0		26
03,0		04,0		25
04,0		05,0		24
05,0		06,0		23
06,0		07,0		22
07,0		08,0		21
08,0		09,0		20
09,0		10,0		19
10,0		11,0		18
11,0		12,0		17
12,0		13,0		16
13,0		14,0		15
14,0		15,0		14
15,0		16,0		13
16,0		17,0		12
17,0		18,0		11
18,0		19,0		10
19,0		20,0		9
20,0		21,0		8
21,0		22,0		7
22,0		23,0		6
23,0		24,0		5
24,0		25,0		4
25,0		26,0		3
26,0		27,0		2
27,0		28,0		1
28,0		31,0		0

